id,outcome,dti,borrower_score,payment_inc_ratio
2267,default,7.92,0.45,9.76776
41060,paid off,3.33,0.7,10.8796
38378,paid off,8.62,0.45,1.6584900000000002
41872,paid off,4.05,0.65,4.37059
9164,default,28.6,0.3,11.4092
33490,paid off,12.42,0.45,15.7816
30129,paid off,11.84,0.55,7.08127
34468,paid off,5.65,0.7,2.38745
16542,default,17.3,0.4,8.38632
28447,paid off,26.49,0.35,11.0289
17791,default,12.64,0.55,10.0394
8710,default,18.11,0.45,6.49535
6948,default,13.11,0.55,8.70178
36721,paid off,15.92,0.5,13.6242
37453,paid off,21.37,0.4,4.6314400000000004
34933,paid off,5.78,0.65,6.708239999999999
31608,paid off,17.04,0.35,5.82555
514,default,4.52,0.45,5.27831
38624,paid off,16.29,0.55,7.7397
30237,paid off,22.79,0.5,6.82667
24214,paid off,21.99,0.55,15.7344
39009,paid off,10.63,0.6,10.1166
24500,paid off,11.16,0.4,5.8448
10829,default,17.63,0.65,7.468610000000001
17051,default,20.4,0.55,9.886560000000001
9225,default,29.13,0.35,14.9984
33597,paid off,15.44,0.45,7.916810000000001
31915,paid off,13.07,0.65,5.91946
7111,default,32.48,0.4,15.2902
8065,default,7.33,0.5,1.6743700000000001
2257,default,21.15,0.55,12.9747
15997,default,15.43,0.4,14.0275
39473,paid off,22.85,0.55,9.10096
7486,default,19.27,0.65,13.1626
11493,default,32.61,0.3,13.8004
29880,paid off,19.28,0.7,4.51467
35596,paid off,15.98,0.4,8.98364
27440,paid off,15.72,0.65,4.64925
20196,default,10.7,0.5,14.767999999999999
15040,default,6.42,0.5,2.70799
32114,paid off,8.58,0.55,6.46424
39728,paid off,10.68,0.65,5.98301
42840,paid off,12.19,0.5,9.63512
43331,paid off,17.22,0.65,4.42927
3589,default,3.12,0.85,9.9444
11093,default,8.38,0.45,8.6006
44944,paid off,23.99,0.25,5.66115
41910,paid off,17.53,0.45,1.9022299999999999
11405,default,14.99,0.45,8.92557
40484,paid off,10.75,0.8,8.18383
25791,paid off,19.13,0.4,2.25408
20552,default,2.7,0.6,12.0844
7094,default,13.97,0.45,10.7659
19034,default,21.83,0.35,7.3114
14191,default,13.4,0.3,16.4221
20650,default,9.09,0.5,7.18877
41736,paid off,12.0,0.6,5.86215
3097,default,12.03,0.6,7.673939999999999
21026,default,9.52,0.45,8.016
41530,paid off,23.81,0.35,13.1221
40107,paid off,9.68,0.45,3.65973
46100,paid off,22.2,0.5,11.2646
4973,default,18.57,0.25,9.82933
33027,paid off,7.34,0.7,7.95337
42623,paid off,19.44,0.4,12.5346
22063,default,21.26,0.3,2.69535
33092,paid off,7.98,0.7,7.34388
32740,paid off,21.31,0.5,8.76
14843,default,21.02,0.4,4.8532
41055,paid off,22.13,0.5,9.95498
22011,default,29.91,0.45,11.9541
22732,default,15.13,0.5,6.30831
34274,paid off,4.14,0.6,3.7131
29022,paid off,2.86,0.4,10.3849
26589,paid off,19.82,0.35,15.0695
28797,paid off,21.62,0.55,10.2321
16429,default,17.1,0.4,2.1182
2096,default,20.03,0.55,3.3689999999999998
30377,paid off,14.89,0.35,5.32947
3769,default,11.63,0.65,10.5641
23697,paid off,23.36,0.55,6.651110000000001
40558,paid off,16.76,0.6,6.80215
17659,default,20.6,0.5,13.8557
18671,default,33.58,0.35,7.5422
41103,paid off,20.79,0.35,5.79635
18680,default,15.45,0.65,16.5568
37523,paid off,22.43,0.55,12.2154
30021,paid off,21.15,0.7,3.3226699999999996
21826,default,33.5,0.3,7.9528
3766,default,13.63,0.5,5.30429
22694,default,8.4,0.45,18.2982
23393,paid off,25.03,0.65,0.814473
17475,default,23.39,0.2,11.5952
28805,paid off,14.53,0.55,12.7602
12739,default,17.54,0.45,7.06158
3694,default,23.04,0.45,2.9472
15007,default,5.36,0.45,7.62113
38952,paid off,10.54,0.7,5.507999999999999
25536,paid off,7.3,0.35,3.16781
23365,paid off,13.71,0.85,7.1199699999999995
42983,paid off,26.64,0.55,11.7925
22422,default,21.72,0.6,4.72149
38584,paid off,22.74,0.35,4.87385
25784,paid off,18.38,0.5,17.1985
36257,paid off,5.16,0.65,8.76635
11100,default,14.43,0.55,14.5162
24034,paid off,28.68,0.25,10.7068
17058,default,24.81,0.65,12.6788
18914,default,18.85,0.4,12.2056
21099,default,5.15,0.7,8.22557
2416,default,14.95,0.5,1.0181
45834,paid off,15.34,0.5,5.435
37304,paid off,13.98,0.45,9.3926
28224,paid off,3.54,0.7,3.42945
6368,default,7.04,0.6,10.1409
19722,default,14.82,0.4,15.0909
30098,paid off,12.58,0.55,14.2119
21800,default,27.85,0.25,12.8347
3860,default,18.88,0.3,2.96932
28254,paid off,7.25,0.5,4.67091
6750,default,18.31,0.5,11.7044
699,default,7.34,0.5,9.5528
30620,paid off,14.58,0.65,4.55319
9460,default,26.38,0.45,3.5098
22644,default,11.27,0.6,12.0032
16661,default,22.46,0.35,12.5342
28624,paid off,19.1,0.4,8.171489999999999
20648,default,10.6,0.4,0.948127
1086,default,20.22,0.5,11.4788
12586,default,26.36,0.6,11.5407
13832,default,33.74,0.3,10.8898
21640,default,15.34,0.4,9.09024
36589,paid off,13.3,0.5,18.3662
43889,paid off,6.09,0.6,1.8042099999999999
7219,default,16.13,0.2,15.4218
8987,default,18.39,0.45,8.92335
11117,default,26.67,0.4,12.8819
